IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.74.2.97,8080,8080,false,SIN,Asia Pacific,Singapore,158,8.08
8.219.98.13,2095,2095,false,SIN,Asia Pacific,Singapore,10,8.08
8.219.50.180,80,80,false,SIN,Asia Pacific,Singapore,8,8.08
47.245.11.108,2086,2086,false,LAX,North America,Los Angeles,188,8.08
47.236.94.109,2086,2086,false,SIN,Asia Pacific,Singapore,12,8.08
8.210.174.156,80,80,false,HKG,Asia Pacific,Hong Kong,44,8.08
8.219.185.191,2086,2086,false,SIN,Asia Pacific,Singapore,7,8.08
8.209.241.128,2096,2096,true,LAX,North America,Los Angeles,224,8.08
47.74.15.117,2086,2086,false,LAX,North America,Los Angeles,178,8.08
47.245.42.162,2086,2086,false,SIN,Asia Pacific,Singapore,153,8.08
47.74.27.151,2053,2053,true,LAX,North America,Los Angeles,338,8.07
47.236.10.100,2052,2052,false,SIN,Asia Pacific,Singapore,21,8.07
8.219.53.222,80,80,false,SIN,Asia Pacific,Singapore,11,8.07
47.245.13.93,2095,2095,false,LAX,North America,Los Angeles,186,8.07
47.74.6.16,2096,2096,true,LAX,North America,Los Angeles,242,8.07
47.74.13.94,2052,2052,false,NRT,Asia Pacific,Tokyo,76,8.07
47.74.2.97,2086,2086,false,LAX,North America,Los Angeles,185,8.07
47.236.10.100,2095,2095,false,SIN,Asia Pacific,Singapore,30,8.07
47.245.10.156,8443,8443,true,LAX,North America,Los Angeles,352,8.06
8.219.183.31,8880,8880,false,SIN,Asia Pacific,Singapore,13,8.06
8.219.106.15,2087,2087,true,SIN,Asia Pacific,Singapore,153,8.06
47.245.105.224,2052,2052,false,SIN,Asia Pacific,Singapore,11,8.06
47.91.21.107,8443,8443,true,LAX,North America,Los Angeles,255,8.06
47.236.19.51,2095,2095,false,SIN,Asia Pacific,Singapore,19,8.06
47.91.3.87,2096,2096,true,NRT,Asia Pacific,Tokyo,164,8.06
8.222.213.221,2082,2082,false,SIN,Asia Pacific,Singapore,15,8.06
47.236.106.37,2086,2086,false,SIN,Asia Pacific,Singapore,38,8.05
8.222.144.50,80,80,false,SIN,Asia Pacific,Singapore,8,8.05
8.209.214.157,80,80,false,NRT,Asia Pacific,Tokyo,99,8.05
47.74.9.174,2086,2086,false,LAX,North America,Los Angeles,179,8.05
47.245.37.12,2082,2082,false,LAX,North America,Los Angeles,174,8.05
47.245.14.160,2082,2082,false,LAX,North America,Los Angeles,176,8.05
47.236.163.95,80,80,false,SIN,Asia Pacific,Singapore,17,8.05
47.236.79.77,2087,2087,true,SIN,Asia Pacific,Singapore,103,8.05
8.218.142.253,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,8.05
8.219.196.24,80,80,false,SIN,Asia Pacific,Singapore,9,8.04
47.245.52.153,2052,2052,false,NRT,Asia Pacific,Tokyo,80,8.04
47.236.114.167,8080,8080,false,SIN,Asia Pacific,Singapore,8,8.04
47.91.22.209,2087,2087,true,NRT,Asia Pacific,Tokyo,89,8.04
47.74.23.99,2086,2086,false,NRT,Asia Pacific,Tokyo,73,8.04
47.74.12.139,2087,2087,true,LAX,North America,Los Angeles,249,8.04
47.74.22.171,8443,8443,true,LAX,North America,Los Angeles,303,8.04
47.245.113.117,8080,8080,false,SIN,Asia Pacific,Singapore,4,8.03
47.245.33.56,8443,8443,true,NRT,Asia Pacific,Tokyo,243,8.03
47.245.52.165,2095,2095,false,LAX,North America,Los Angeles,180,8.03
47.236.97.254,80,80,false,SIN,Asia Pacific,Singapore,12,8.03
8.222.212.116,2082,2082,false,SIN,Asia Pacific,Singapore,6,8.03
8.222.211.124,2095,2095,false,SIN,Asia Pacific,Singapore,4,8.03
47.236.29.235,8443,8443,true,SIN,Asia Pacific,Singapore,124,8.03
8.219.198.139,2053,2053,true,SIN,Asia Pacific,Singapore,124,8.03
47.236.116.26,2087,2087,true,SIN,Asia Pacific,Singapore,197,8.03
8.219.141.174,2096,2096,true,SIN,Asia Pacific,Singapore,109,8.03
8.222.253.235,8443,8443,true,SIN,Asia Pacific,Singapore,84,8.02
47.91.31.231,2096,2096,true,SIN,Asia Pacific,Singapore,213,8.02
47.74.27.151,80,80,false,LAX,North America,Los Angeles,177,8.02
8.219.72.50,2095,2095,false,SIN,Asia Pacific,Singapore,15,8.02
8.209.214.222,8880,8880,false,LAX,North America,Los Angeles,177,8.02
47.236.97.90,80,80,false,SIN,Asia Pacific,Singapore,20,8.02
47.236.96.141,2083,2083,true,SIN,Asia Pacific,Singapore,68,8.02
47.236.104.11,8080,8080,false,SIN,Asia Pacific,Singapore,17,8.02
8.222.252.150,2082,2082,false,SIN,Asia Pacific,Singapore,6,8.02
8.222.212.116,2053,2053,true,SIN,Asia Pacific,Singapore,48,8.02
8.222.219.34,2095,2095,false,SIN,Asia Pacific,Singapore,6,8.02
8.219.151.193,443,443,true,LAX,North America,Los Angeles,124,8.02
8.222.224.17,2095,2095,false,SIN,Asia Pacific,Singapore,3,8.01
47.245.15.207,2086,2086,false,NRT,Asia Pacific,Tokyo,80,8.01
47.91.21.149,2082,0,false,LAX,North America,Los Angeles,186,8.01
8.219.173.195,8080,8080,false,SIN,Asia Pacific,Singapore,8,8.01
47.236.169.15,80,80,false,SIN,Asia Pacific,Singapore,21,8.01
8.219.240.141,2086,2086,false,SIN,Asia Pacific,Singapore,5,8.01
8.222.202.163,2087,2087,true,SIN,Asia Pacific,Singapore,45,8.01
8.222.212.219,2082,2082,false,SIN,Asia Pacific,Singapore,3,8.00
47.236.71.226,2052,2052,false,SIN,Asia Pacific,Singapore,13,8.00
47.245.55.94,8080,8080,false,LAX,North America,Los Angeles,190,8.00
8.209.248.161,2052,2052,false,LAX,North America,Los Angeles,180,8.00
47.242.54.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,71,8.00
47.236.167.231,2052,2052,false,SIN,Asia Pacific,Singapore,20,8.00
8.219.157.97,80,80,false,SIN,Asia Pacific,Singapore,11,8.00
47.74.18.121,2086,2086,false,LAX,North America,Los Angeles,178,8.00
47.236.11.68,2096,2096,true,SIN,Asia Pacific,Singapore,122,7.99
8.219.60.68,2082,2082,false,SIN,Asia Pacific,Singapore,23,7.99
8.219.172.128,2096,2096,true,SIN,Asia Pacific,Singapore,82,7.99
47.245.30.208,2096,2096,true,LAX,North America,Los Angeles,366,7.99
47.91.23.146,2053,2053,true,LAX,North America,Los Angeles,200,7.99
8.219.228.30,80,80,false,SIN,Asia Pacific,Singapore,16,7.99
8.218.211.17,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,7.99
47.245.37.12,2053,2053,true,LAX,North America,Los Angeles,285,7.99
8.219.63.66,2095,2095,false,SIN,Asia Pacific,Singapore,12,7.99
47.245.126.151,2095,2095,false,SIN,Asia Pacific,Singapore,12,7.98
47.245.33.56,2082,2082,false,NRT,Asia Pacific,Tokyo,83,7.98
47.91.16.198,8443,8443,true,LAX,North America,Los Angeles,275,7.98
47.236.116.26,2096,2096,true,SIN,Asia Pacific,Singapore,114,7.98
47.74.22.171,2086,2086,false,LAX,North America,Los Angeles,187,7.98
47.236.65.232,8443,8443,true,SIN,Asia Pacific,Singapore,92,7.98
47.245.15.207,2082,2082,false,NRT,Asia Pacific,Tokyo,76,7.98
47.74.26.196,80,80,false,HKG,Asia Pacific,Hong Kong,157,7.98
47.74.11.219,2087,2087,true,NRT,Asia Pacific,Tokyo,111,7.98
47.236.29.235,2053,2053,true,SIN,Asia Pacific,Singapore,113,7.98
47.74.3.2,2052,2052,false,LAX,North America,Los Angeles,189,7.97
47.245.37.98,80,80,false,SIN,Asia Pacific,Singapore,157,7.97
8.218.22.210,2053,2053,true,HKG,Asia Pacific,Hong Kong,52,7.97
47.74.11.219,2053,2053,true,NRT,Asia Pacific,Tokyo,154,7.97
47.74.18.121,2086,2086,false,LAX,North America,Los Angeles,180,7.97
47.245.55.99,2086,2086,false,NRT,Asia Pacific,Tokyo,92,7.97
47.245.41.84,2086,2086,false,NRT,Asia Pacific,Tokyo,73,7.97
8.219.72.51,2086,2086,false,SIN,Asia Pacific,Singapore,6,7.97
8.209.212.5,2095,2095,false,LAX,North America,Los Angeles,183,7.97
8.222.221.86,2095,2095,false,SIN,Asia Pacific,Singapore,6,7.96
47.74.27.94,80,80,false,LAX,North America,Los Angeles,184,7.96
47.245.29.126,2052,2052,false,LAX,North America,Los Angeles,184,7.96
47.74.8.238,2053,2053,true,LAX,North America,Los Angeles,279,7.96
47.74.52.188,8443,8443,true,LAX,North America,Los Angeles,268,7.96
47.74.11.100,2082,2082,false,NRT,Asia Pacific,Tokyo,82,7.96
47.236.117.48,8880,8880,false,SIN,Asia Pacific,Singapore,12,7.96
47.74.13.94,2096,2096,true,NRT,Asia Pacific,Tokyo,149,7.96
47.74.5.99,8443,8443,true,LAX,North America,Los Angeles,219,7.96
8.219.103.65,2082,2082,false,SIN,Asia Pacific,Singapore,6,7.96
8.222.236.229,2086,2086,false,SIN,Asia Pacific,Singapore,6,7.96
47.236.167.231,2083,2083,true,SIN,Asia Pacific,Singapore,37,7.95
47.74.11.45,2086,2086,false,HKG,Asia Pacific,Hong Kong,158,7.95
47.245.59.133,2096,2096,true,LAX,North America,Los Angeles,263,7.95
8.209.240.227,8443,8443,true,NRT,Asia Pacific,Tokyo,85,7.95
47.236.145.180,2052,2052,false,SIN,Asia Pacific,Singapore,15,7.95
47.245.15.236,2082,2082,false,LAX,North America,Los Angeles,188,7.95
47.236.169.164,2096,2096,true,SIN,Asia Pacific,Singapore,110,7.95
8.219.72.50,2087,2087,true,SIN,Asia Pacific,Singapore,146,7.94
8.219.170.58,2096,2096,true,SIN,Asia Pacific,Singapore,66,7.94
47.236.166.131,80,80,false,SIN,Asia Pacific,Singapore,12,7.94
47.74.11.45,2083,2083,true,HKG,Asia Pacific,Hong Kong,283,7.94
8.222.144.50,8443,8443,true,SIN,Asia Pacific,Singapore,62,7.94
8.222.221.109,2096,2096,true,SIN,Asia Pacific,Singapore,88,7.94
47.236.114.167,2086,2086,false,SIN,Asia Pacific,Singapore,28,7.93
47.74.16.67,8880,8880,false,LAX,North America,Los Angeles,172,7.93
8.219.142.229,2096,2096,true,SIN,Asia Pacific,Singapore,129,7.93
47.236.180.51,2053,2053,true,SIN,Asia Pacific,Singapore,53,7.93
47.236.180.51,2083,2083,true,SIN,Asia Pacific,Singapore,67,7.93
8.219.204.120,8880,8880,false,SIN,Asia Pacific,Singapore,18,7.93
8.218.181.189,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,7.93
47.236.145.85,8080,8080,false,SIN,Asia Pacific,Singapore,34,7.93
8.217.251.62,2096,2096,true,HKG,Asia Pacific,Hong Kong,118,7.93
47.236.10.100,80,80,false,SIN,Asia Pacific,Singapore,62,7.93
8.219.102.252,2082,2082,false,SIN,Asia Pacific,Singapore,8,7.93
47.236.144.48,2095,2095,false,SIN,Asia Pacific,Singapore,29,7.93
47.236.165.25,2096,2096,true,SIN,Asia Pacific,Singapore,90,7.93
47.245.54.197,2082,2082,false,LAX,North America,Los Angeles,186,7.92
47.74.27.151,2087,2087,true,LAX,North America,Los Angeles,214,7.92
47.236.169.164,80,80,false,SIN,Asia Pacific,Singapore,16,7.92
8.209.252.13,8080,8080,false,LAX,North America,Los Angeles,175,7.92
47.236.116.26,2082,2082,false,SIN,Asia Pacific,Singapore,13,7.92
47.245.55.94,8080,8080,false,LAX,North America,Los Angeles,179,7.92
8.222.224.17,2083,2083,true,SIN,Asia Pacific,Singapore,76,7.92
8.219.228.157,8080,8080,false,SIN,Asia Pacific,Singapore,10,7.92
47.76.146.1,2082,2082,false,HKG,Asia Pacific,Hong Kong,57,7.92
47.245.41.69,2096,2096,true,LAX,North America,Los Angeles,279,7.92
8.219.60.54,2087,2087,true,SIN,Asia Pacific,Singapore,4,7.92
47.245.37.89,2086,2086,false,LAX,North America,Los Angeles,181,7.91
47.74.52.104,8443,8443,true,HKG,Asia Pacific,Hong Kong,291,7.91
47.245.41.84,80,80,false,NRT,Asia Pacific,Tokyo,74,7.91
47.236.5.223,8443,8443,true,SIN,Asia Pacific,Singapore,91,7.91
8.222.214.231,2086,2086,false,SIN,Asia Pacific,Singapore,5,7.91
47.245.52.153,2095,2095,false,NRT,Asia Pacific,Tokyo,76,7.91
8.219.90.32,8880,8880,false,SIN,Asia Pacific,Singapore,13,7.91
47.236.172.71,2095,2095,false,SIN,Asia Pacific,Singapore,15,7.91
47.74.43.229,2087,2087,true,HKG,Asia Pacific,Hong Kong,264,7.90
47.74.45.143,2087,2087,true,LAX,North America,Los Angeles,329,7.90
8.218.48.92,2095,2095,false,HKG,Asia Pacific,Hong Kong,90,7.90
47.74.9.174,8443,8443,true,LAX,North America,Los Angeles,308,7.90
47.245.42.162,8880,8880,false,LAX,North America,Los Angeles,179,7.90
8.219.99.169,2053,2053,true,SIN,Asia Pacific,Singapore,95,7.90
47.245.115.6,2052,2052,false,SIN,Asia Pacific,Singapore,8,7.90
47.245.37.89,2052,2052,false,LAX,North America,Los Angeles,184,7.90
47.245.14.160,8080,8080,false,LAX,North America,Los Angeles,185,7.89
8.218.126.53,443,443,true,HKG,Asia Pacific,Hong Kong,77,7.89
47.236.5.223,2096,2096,true,SIN,Asia Pacific,Singapore,104,7.89
8.209.243.137,2087,2087,true,LAX,North America,Los Angeles,193,7.89
47.74.13.200,80,80,false,LAX,North America,Los Angeles,181,7.89
8.219.247.203,2096,2096,true,SIN,Asia Pacific,Singapore,139,7.89
47.91.14.69,8443,8443,true,LAX,North America,Los Angeles,217,7.89
8.219.161.129,2096,2096,true,SIN,Asia Pacific,Singapore,125,7.89
8.222.240.47,2083,2083,true,SIN,Asia Pacific,Singapore,69,7.88
8.218.18.235,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,7.88
47.74.26.131,2096,2096,true,NRT,Asia Pacific,Tokyo,131,7.88
47.74.11.251,8080,8080,false,LAX,North America,Los Angeles,172,7.88
8.219.228.30,2082,2082,false,SIN,Asia Pacific,Singapore,44,7.88
47.236.94.109,2095,2095,false,SIN,Asia Pacific,Singapore,22,7.87
8.209.215.247,2086,2086,false,NRT,Asia Pacific,Tokyo,78,7.87
8.219.170.223,2082,2082,false,SIN,Asia Pacific,Singapore,17,7.87
47.236.130.95,2095,2095,false,SIN,Asia Pacific,Singapore,18,7.87
8.222.219.34,80,80,false,SIN,Asia Pacific,Singapore,5,7.87
8.219.97.179,2083,2083,true,SIN,Asia Pacific,Singapore,104,7.87
8.210.250.120,2052,2052,false,HKG,Asia Pacific,Hong Kong,66,7.87
47.245.56.29,2086,2086,false,NRT,Asia Pacific,Tokyo,76,7.87
47.74.3.2,2086,2086,false,HKG,Asia Pacific,Hong Kong,159,7.86
8.218.156.91,2086,2086,false,HKG,Asia Pacific,Hong Kong,53,7.86
47.74.15.80,2053,2053,true,LAX,North America,Los Angeles,324,7.86
47.245.53.50,2095,2095,false,LAX,North America,Los Angeles,191,7.86
8.222.244.123,443,443,true,SIN,Asia Pacific,Singapore,84,7.86
47.236.167.231,2087,2087,true,SIN,Asia Pacific,Singapore,96,7.86
47.236.123.133,2052,2052,false,SIN,Asia Pacific,Singapore,14,7.86
47.245.41.69,80,80,false,LAX,North America,Los Angeles,178,7.86
47.245.55.94,2083,2083,true,LAX,North America,Los Angeles,255,7.85
47.236.147.146,2096,2096,true,SIN,Asia Pacific,Singapore,164,7.85
47.236.166.84,8080,8080,false,SIN,Asia Pacific,Singapore,13,7.85
8.219.79.74,8443,8443,true,SIN,Asia Pacific,Singapore,98,7.85
47.236.150.109,2052,2052,false,SIN,Asia Pacific,Singapore,17,7.85
8.219.157.97,2095,2095,false,SIN,Asia Pacific,Singapore,9,7.85
8.222.252.150,2053,2053,true,SIN,Asia Pacific,Singapore,41,7.85
47.74.26.132,8080,8080,false,HKG,Asia Pacific,Hong Kong,172,7.85
47.236.170.54,2086,2086,false,SIN,Asia Pacific,Singapore,107,7.85
8.222.237.131,2052,2052,false,SIN,Asia Pacific,Singapore,4,7.85
47.245.37.89,80,80,false,LAX,North America,Los Angeles,195,7.85
47.245.58.175,80,80,false,LAX,North America,Los Angeles,185,7.84
47.74.15.120,2095,2095,false,HKG,Asia Pacific,Hong Kong,178,7.84
8.219.82.35,2086,2086,false,SIN,Asia Pacific,Singapore,13,7.84
47.91.25.66,8880,8880,false,LAX,North America,Los Angeles,203,7.84
8.222.212.172,2096,2096,true,SIN,Asia Pacific,Singapore,68,7.84
8.222.244.192,8443,8443,true,SIN,Asia Pacific,Singapore,74,7.84
8.219.174.213,2096,2096,true,SIN,Asia Pacific,Singapore,83,7.84
8.218.119.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,7.84
8.219.195.47,2053,2053,true,SIN,Asia Pacific,Singapore,124,7.84
47.74.14.85,8880,8880,false,LAX,North America,Los Angeles,179,7.84
8.222.229.22,2086,2086,false,SIN,Asia Pacific,Singapore,25,7.84
8.219.141.174,80,80,false,SIN,Asia Pacific,Singapore,13,7.84
47.245.10.123,2083,2083,true,LAX,North America,Los Angeles,308,7.84
47.74.16.67,80,80,false,HKG,Asia Pacific,Hong Kong,162,7.84
8.222.254.91,8080,8080,false,SIN,Asia Pacific,Singapore,15,7.83
47.236.79.77,2086,2086,false,SIN,Asia Pacific,Singapore,18,7.83
8.209.243.172,8080,8080,false,LAX,North America,Los Angeles,182,7.83
47.74.15.80,8880,8880,false,SIN,Asia Pacific,Singapore,160,7.83
47.74.14.85,2086,2086,false,LAX,North America,Los Angeles,180,7.83
8.209.214.222,2086,2086,false,LAX,North America,Los Angeles,193,7.83
8.209.212.5,8080,8080,false,LAX,North America,Los Angeles,185,7.83
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,15,7.83
47.74.15.117,80,80,false,LAX,North America,Los Angeles,182,7.83
47.236.189.173,8443,8443,true,SIN,Asia Pacific,Singapore,83,7.83
47.91.16.214,2087,2087,true,LAX,North America,Los Angeles,218,7.83
8.219.122.55,2095,2095,false,SIN,Asia Pacific,Singapore,15,7.83
47.245.55.235,2082,2082,false,NRT,Asia Pacific,Tokyo,73,7.83
47.74.11.45,2053,2053,true,HKG,Asia Pacific,Hong Kong,219,7.82
47.236.11.84,2087,2087,true,SIN,Asia Pacific,Singapore,66,7.82
8.219.103.126,2086,2086,false,SIN,Asia Pacific,Singapore,34,7.82
8.210.192.93,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,7.82
47.236.166.184,2087,2087,true,SIN,Asia Pacific,Singapore,126,7.82
47.236.172.71,2095,2095,false,SIN,Asia Pacific,Singapore,19,7.82
47.236.171.205,2052,2052,false,SIN,Asia Pacific,Singapore,23,7.82
8.219.201.174,2053,2053,true,SIN,Asia Pacific,Singapore,137,7.82
47.74.11.251,2082,2082,false,SIN,Asia Pacific,Singapore,155,7.82
8.219.134.63,8443,8443,true,SIN,Asia Pacific,Singapore,141,7.82
47.245.11.244,2083,2083,true,LAX,North America,Los Angeles,209,7.82
8.218.181.189,80,80,false,HKG,Asia Pacific,Hong Kong,45,7.82
47.245.52.240,8080,8080,false,NRT,Asia Pacific,Tokyo,75,7.82
8.219.111.175,2086,2086,false,SIN,Asia Pacific,Singapore,18,7.82
47.236.123.133,8880,8880,false,SIN,Asia Pacific,Singapore,27,7.82
47.245.59.243,2052,2052,false,NRT,Asia Pacific,Tokyo,71,7.82
47.236.123.218,2082,2082,false,SIN,Asia Pacific,Singapore,28,7.82
47.245.86.230,80,80,false,SIN,Asia Pacific,Singapore,4,7.82
47.236.12.73,2083,2083,true,SIN,Asia Pacific,Singapore,85,7.82
8.219.103.126,80,80,false,SIN,Asia Pacific,Singapore,20,7.81
8.222.244.123,2053,2053,true,SIN,Asia Pacific,Singapore,52,7.81
8.222.193.208,2095,2095,false,SIN,Asia Pacific,Singapore,4,7.81
8.219.104.242,2095,2095,false,SIN,Asia Pacific,Singapore,20,7.81
47.236.7.206,2096,2096,true,SIN,Asia Pacific,Singapore,91,7.81
47.91.21.107,80,80,false,HKG,Asia Pacific,Hong Kong,148,7.81
47.242.155.183,8443,8443,true,HKG,Asia Pacific,Hong Kong,37,7.81
47.245.11.244,2086,2086,false,LAX,North America,Los Angeles,177,7.80
47.74.11.100,2052,2052,false,NRT,Asia Pacific,Tokyo,73,7.80
47.236.87.206,2052,2052,false,SIN,Asia Pacific,Singapore,15,7.80
47.236.83.239,2053,2053,true,SIN,Asia Pacific,Singapore,164,7.80
47.91.3.135,2096,2096,true,SIN,Asia Pacific,Singapore,208,7.80
47.74.15.120,2096,2096,true,SIN,Asia Pacific,Singapore,241,7.79
47.91.31.231,2053,2053,true,LAX,North America,Los Angeles,214,7.79
47.74.8.238,2087,2087,true,LAX,North America,Los Angeles,318,7.79
47.236.172.95,2053,2053,true,SIN,Asia Pacific,Singapore,157,7.79
47.245.53.101,2086,2086,false,NRT,Asia Pacific,Tokyo,76,7.79
8.219.107.135,2083,2083,true,SIN,Asia Pacific,Singapore,87,7.79
8.209.243.99,2086,2086,false,NRT,Asia Pacific,Tokyo,72,7.79
8.222.253.235,8080,8080,false,SIN,Asia Pacific,Singapore,3,7.79
47.74.22.171,2052,2052,false,LAX,North America,Los Angeles,184,7.79
8.209.212.5,2096,2096,true,HKG,Asia Pacific,Hong Kong,178,7.79
8.222.226.15,2095,2095,false,SIN,Asia Pacific,Singapore,3,7.79
8.219.174.142,2087,2087,true,SIN,Asia Pacific,Singapore,63,7.79
8.222.252.150,2083,2083,true,SIN,Asia Pacific,Singapore,119,7.79
8.219.111.175,2087,2087,true,SIN,Asia Pacific,Singapore,80,7.79
8.218.174.118,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,7.79
8.222.209.223,80,80,false,SIN,Asia Pacific,Singapore,9,7.78
47.74.39.194,8880,8880,false,HKG,Asia Pacific,Hong Kong,157,7.78
8.219.55.31,2083,2083,true,HKG,Asia Pacific,Hong Kong,84,7.78
47.74.15.117,2083,2083,true,LAX,North America,Los Angeles,284,7.78
47.236.93.176,2086,2086,false,SIN,Asia Pacific,Singapore,17,7.78
47.236.176.144,2052,2052,false,SIN,Asia Pacific,Singapore,26,7.78
47.236.169.236,8443,8443,true,SIN,Asia Pacific,Singapore,18,7.78
47.245.11.118,2082,2082,false,LAX,North America,Los Angeles,197,7.78
47.236.104.11,2096,2096,true,SIN,Asia Pacific,Singapore,60,7.78
47.74.15.117,2095,2095,false,LAX,North America,Los Angeles,169,7.78
8.209.243.172,2095,2095,false,LAX,North America,Los Angeles,182,7.78
47.74.15.80,8443,8443,true,LAX,North America,Los Angeles,224,7.77
8.209.240.227,2083,2083,true,NRT,Asia Pacific,Tokyo,120,7.77
47.245.52.153,2082,2082,false,NRT,Asia Pacific,Tokyo,75,7.77
47.74.5.233,8080,8080,false,LAX,North America,Los Angeles,178,7.77
47.236.114.167,2082,2082,false,SIN,Asia Pacific,Singapore,14,7.77
47.245.53.50,8080,8080,false,LAX,North America,Los Angeles,181,7.77
8.209.212.5,2083,2083,true,HKG,Asia Pacific,Hong Kong,191,7.77
47.245.57.38,8880,8880,false,HKG,Asia Pacific,Hong Kong,171,7.77
47.236.148.174,2086,2086,false,SIN,Asia Pacific,Singapore,9,7.77
47.74.42.17,8443,8443,true,LAX,North America,Los Angeles,273,7.77
8.222.249.98,443,443,true,SIN,Asia Pacific,Singapore,141,7.77
8.219.67.133,2053,2053,true,SIN,Asia Pacific,Singapore,116,7.77
8.219.230.254,80,80,false,SIN,Asia Pacific,Singapore,8,7.76
47.236.87.246,8880,8880,false,SIN,Asia Pacific,Singapore,9,7.76
8.209.212.5,2086,0,false,LAX,North America,Los Angeles,173,7.76
47.74.5.99,8080,8080,false,LAX,North America,Los Angeles,175,7.76
47.236.168.17,8443,8443,true,SIN,Asia Pacific,Singapore,191,7.76
47.236.83.196,8443,8443,true,SIN,Asia Pacific,Singapore,134,7.76
8.219.40.37,2082,2082,false,SIN,Asia Pacific,Singapore,9,7.76
8.222.221.86,2082,2082,false,SIN,Asia Pacific,Singapore,7,7.76
8.210.107.246,443,443,true,HKG,Asia Pacific,Hong Kong,98,7.76
47.245.62.84,2083,2083,true,LAX,North America,Los Angeles,261,7.75
47.74.11.100,8080,8080,false,NRT,Asia Pacific,Tokyo,141,7.75
47.236.114.23,8080,8080,false,SIN,Asia Pacific,Singapore,18,7.75
8.222.221.197,2087,2087,true,SIN,Asia Pacific,Singapore,89,7.75
47.236.164.215,80,80,false,SIN,Asia Pacific,Singapore,16,7.75
47.245.52.165,2095,2095,false,LAX,North America,Los Angeles,179,7.74
47.236.166.84,2095,2095,false,SIN,Asia Pacific,Singapore,25,7.74
47.91.3.112,2086,2086,false,LAX,North America,Los Angeles,176,7.74
8.219.245.187,8443,8443,true,SIN,Asia Pacific,Singapore,207,7.74
47.91.23.146,2095,2095,false,HKG,Asia Pacific,Hong Kong,138,7.74
47.91.31.235,8080,8080,false,LAX,North America,Los Angeles,181,7.74
47.245.53.50,8443,8443,true,SIN,Asia Pacific,Singapore,280,7.74
8.219.73.188,2053,2053,true,SIN,Asia Pacific,Singapore,117,7.74
47.236.171.205,2086,2086,false,SIN,Asia Pacific,Singapore,11,7.74
8.219.115.215,2086,2086,false,SIN,Asia Pacific,Singapore,24,7.74
47.236.71.226,80,80,false,SIN,Asia Pacific,Singapore,39,7.73
8.210.151.69,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,7.73
8.209.200.73,2096,2096,true,NRT,Asia Pacific,Tokyo,84,7.73
8.222.212.116,2095,2095,false,SIN,Asia Pacific,Singapore,7,7.73
47.74.42.17,2095,2095,false,LAX,North America,Los Angeles,170,7.73
8.217.85.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,71,7.73
8.222.248.188,2095,2095,false,SIN,Asia Pacific,Singapore,6,7.73
