IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.198.105,2086,2086,false,SIN,Asia Pacific,Singapore,4,5.70
47.74.5.233,2096,2096,true,LAX,North America,Los Angeles,300,5.70
47.245.11.244,8443,8443,true,LAX,North America,Los Angeles,272,5.70
47.245.37.37,80,80,false,NRT,Asia Pacific,Tokyo,74,5.70
47.245.11.108,80,80,false,LAX,North America,Los Angeles,181,5.70
47.236.123.218,2053,2053,true,SIN,Asia Pacific,Singapore,112,5.70
47.245.57.109,2095,2095,false,LAX,North America,Los Angeles,197,5.70
47.91.14.62,2053,2053,true,LAX,North America,Los Angeles,295,5.70
47.245.126.151,80,80,false,SIN,Asia Pacific,Singapore,10,5.70
47.245.59.188,2095,2095,false,NRT,Asia Pacific,Tokyo,72,5.70
8.210.101.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,53,5.70
47.91.31.235,8880,0,false,LAX,North America,Los Angeles,178,5.69
47.245.12.179,8080,8080,false,HKG,Asia Pacific,Hong Kong,172,5.69
8.219.115.215,2083,2083,true,SIN,Asia Pacific,Singapore,48,5.69
47.74.6.16,2087,2087,true,LAX,North America,Los Angeles,189,5.69
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,23,5.69
47.245.39.28,2053,2053,true,NRT,Asia Pacific,Tokyo,153,5.69
47.243.70.197,2083,2083,true,HKG,Asia Pacific,Hong Kong,43,5.69
47.91.2.165,2095,2095,false,LAX,North America,Los Angeles,178,5.69
8.217.251.62,80,80,false,HKG,Asia Pacific,Hong Kong,39,5.68
8.218.52.115,80,80,false,HKG,Asia Pacific,Hong Kong,40,5.68
47.245.9.121,2082,2082,false,HKG,Asia Pacific,Hong Kong,160,5.68
47.236.87.206,2082,2082,false,SIN,Asia Pacific,Singapore,11,5.68
47.245.37.29,2096,2096,true,LAX,North America,Los Angeles,238,5.68
47.245.8.68,8080,8080,false,LAX,North America,Los Angeles,177,5.68
47.236.144.196,2083,2083,true,SIN,Asia Pacific,Singapore,76,5.68
47.236.75.113,2052,2052,false,SIN,Asia Pacific,Singapore,5,5.68
8.218.2.181,443,443,true,HKG,Asia Pacific,Hong Kong,71,5.68
47.245.9.121,8080,8080,false,HKG,Asia Pacific,Hong Kong,161,5.68
47.74.16.67,2053,2053,true,LAX,North America,Los Angeles,242,5.67
47.236.184.14,8080,8080,false,SIN,Asia Pacific,Singapore,45,5.67
47.74.11.9,80,80,false,NRT,Asia Pacific,Tokyo,73,5.67
47.91.16.214,2082,2082,false,LAX,North America,Los Angeles,172,5.67
8.222.215.228,8880,8880,false,SIN,Asia Pacific,Singapore,9,5.67
8.209.243.172,2083,2083,true,SIN,Asia Pacific,Singapore,152,5.67
8.218.156.91,2087,2087,true,HKG,Asia Pacific,Hong Kong,69,5.67
47.76.32.108,2096,2096,true,HKG,Asia Pacific,Hong Kong,55,5.67
47.236.79.87,2095,2095,false,SIN,Asia Pacific,Singapore,21,5.67
47.245.53.50,8880,8880,false,LAX,North America,Los Angeles,186,5.67
8.222.208.38,80,80,false,SIN,Asia Pacific,Singapore,6,5.67
47.236.161.155,8880,8880,false,SIN,Asia Pacific,Singapore,11,5.67
8.219.74.35,8443,8443,true,SIN,Asia Pacific,Singapore,105,5.67
8.218.22.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,33,5.67
47.74.9.174,2086,2086,false,LAX,North America,Los Angeles,176,5.67
47.91.23.146,2087,2087,true,LAX,North America,Los Angeles,201,5.66
47.74.45.143,2053,2053,true,LAX,North America,Los Angeles,281,5.66
47.236.7.206,2052,2052,false,SIN,Asia Pacific,Singapore,21,5.66
8.218.188.129,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,5.66
47.242.59.216,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,5.66
47.236.176.144,8443,8443,true,SIN,Asia Pacific,Singapore,152,5.66
8.219.151.193,443,443,true,LAX,North America,Los Angeles,122,5.65
47.91.16.214,8080,8080,false,LAX,North America,Los Angeles,171,5.65
47.245.37.29,2082,2082,false,LAX,North America,Los Angeles,182,5.65
47.236.189.173,2086,2086,false,SIN,Asia Pacific,Singapore,10,5.65
47.245.62.84,2053,2053,true,LAX,North America,Los Angeles,215,5.65
47.236.167.231,2053,2053,true,SIN,Asia Pacific,Singapore,90,5.65
47.76.32.108,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,5.65
47.245.37.89,8880,8880,false,LAX,North America,Los Angeles,193,5.65
8.219.245.187,8880,8880,false,SIN,Asia Pacific,Singapore,18,5.64
8.222.209.223,8880,8880,false,SIN,Asia Pacific,Singapore,12,5.64
47.245.107.174,8080,8080,false,SIN,Asia Pacific,Singapore,7,5.64
47.236.65.177,2095,2095,false,SIN,Asia Pacific,Singapore,7,5.64
47.236.12.73,8080,8080,false,SIN,Asia Pacific,Singapore,8,5.64
47.76.146.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,44,5.64
47.236.145.180,2095,2095,false,SIN,Asia Pacific,Singapore,15,5.64
8.222.138.164,2052,2052,false,SIN,Asia Pacific,Singapore,7,5.64
47.236.114.23,2083,2083,true,SIN,Asia Pacific,Singapore,101,5.64
47.245.107.174,2087,2087,true,SIN,Asia Pacific,Singapore,96,5.64
47.236.10.100,8443,8443,true,SIN,Asia Pacific,Singapore,92,5.64
47.245.42.162,2082,2082,false,LAX,North America,Los Angeles,187,5.63
47.242.176.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,59,5.63
47.74.27.211,8080,8080,false,NRT,Asia Pacific,Tokyo,74,5.63
47.245.41.84,2086,2086,false,NRT,Asia Pacific,Tokyo,77,5.63
47.236.7.13,2086,2086,false,SIN,Asia Pacific,Singapore,23,5.63
47.74.5.233,8443,8443,true,LAX,North America,Los Angeles,305,5.63
8.222.223.34,80,80,false,SIN,Asia Pacific,Singapore,8,5.63
8.210.117.18,80,80,false,HKG,Asia Pacific,Hong Kong,42,5.63
47.236.65.177,2087,2087,true,SIN,Asia Pacific,Singapore,68,5.63
8.218.181.189,2087,2087,true,HKG,Asia Pacific,Hong Kong,103,5.63
47.91.21.127,8080,8080,false,NRT,Asia Pacific,Tokyo,79,5.63
47.245.62.84,8080,8080,false,LAX,North America,Los Angeles,200,5.63
8.218.243.95,443,443,true,HKG,Asia Pacific,Hong Kong,97,5.63
8.219.241.189,80,80,false,SIN,Asia Pacific,Singapore,15,5.62
8.218.149.193,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,5.62
47.236.97.111,2087,2087,true,SIN,Asia Pacific,Singapore,89,5.62
8.219.110.88,2053,2053,true,SIN,Asia Pacific,Singapore,137,5.62
8.218.105.223,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,5.62
47.74.26.131,2052,2052,false,NRT,Asia Pacific,Tokyo,89,5.62
47.245.37.29,2052,2052,false,LAX,North America,Los Angeles,185,5.62
47.91.14.47,80,80,false,NRT,Asia Pacific,Tokyo,87,5.62
47.245.57.38,2083,2083,true,HKG,Asia Pacific,Hong Kong,237,5.62
47.74.11.45,8080,8080,false,HKG,Asia Pacific,Hong Kong,157,5.61
47.236.172.71,2087,2087,true,SIN,Asia Pacific,Singapore,161,5.61
47.74.26.132,2086,2086,false,LAX,North America,Los Angeles,191,5.61
47.243.162.49,2095,2095,false,HKG,Asia Pacific,Hong Kong,68,5.61
47.236.117.48,2095,2095,false,SIN,Asia Pacific,Singapore,8,5.61
47.245.58.175,2096,2096,true,LAX,North America,Los Angeles,288,5.61
47.245.126.151,8880,8880,false,SIN,Asia Pacific,Singapore,8,5.61
47.245.30.65,8880,8880,false,LAX,North America,Los Angeles,178,5.61
8.222.210.182,2087,2087,true,SIN,Asia Pacific,Singapore,46,5.60
47.242.79.71,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,5.60
47.236.121.23,2052,2052,false,SIN,Asia Pacific,Singapore,43,5.60
47.245.59.244,8880,8880,false,LAX,North America,Los Angeles,177,5.60
47.91.25.66,2095,2095,false,LAX,North America,Los Angeles,177,5.60
47.245.55.235,2053,2053,true,NRT,Asia Pacific,Tokyo,163,5.60
8.217.250.222,443,443,true,HKG,Asia Pacific,Hong Kong,44,5.60
47.245.11.118,2096,2096,true,SIN,Asia Pacific,Singapore,162,5.60
47.236.116.26,2053,2053,true,SIN,Asia Pacific,Singapore,107,5.59
47.236.15.73,2086,2086,false,SIN,Asia Pacific,Singapore,13,5.59
47.245.34.36,8443,8443,true,LAX,North America,Los Angeles,293,5.59
47.245.9.228,8443,8443,true,LAX,North America,Los Angeles,301,5.59
47.236.83.196,2083,2083,true,SIN,Asia Pacific,Singapore,100,5.59
47.236.94.113,2086,2086,false,SIN,Asia Pacific,Singapore,44,5.59
47.236.114.23,8080,8080,false,SIN,Asia Pacific,Singapore,9,5.59
47.245.58.175,2052,2052,false,LAX,North America,Los Angeles,188,5.58
47.91.21.149,2053,2053,true,HKG,Asia Pacific,Hong Kong,261,5.58
47.245.34.36,2095,2095,false,LAX,North America,Los Angeles,180,5.58
8.222.209.223,2087,2087,true,SIN,Asia Pacific,Singapore,50,5.58
47.91.3.87,2086,2086,false,NRT,Asia Pacific,Tokyo,86,5.57
47.245.12.179,2096,2096,true,LAX,North America,Los Angeles,341,5.57
8.219.215.12,2082,2082,false,SIN,Asia Pacific,Singapore,16,5.57
8.222.249.98,2053,2053,true,SIN,Asia Pacific,Singapore,33,5.57
47.76.77.103,2096,2096,true,HKG,Asia Pacific,Hong Kong,54,5.56
47.245.56.50,2083,2083,true,LAX,North America,Los Angeles,280,5.56
47.236.23.135,2095,2095,false,SIN,Asia Pacific,Singapore,17,5.56
8.222.212.219,2053,2053,true,SIN,Asia Pacific,Singapore,55,5.56
8.219.114.201,2087,2087,true,SIN,Asia Pacific,Singapore,117,5.56
47.243.42.219,443,443,true,HKG,Asia Pacific,Hong Kong,50,5.56
8.219.51.211,2096,2096,true,SIN,Asia Pacific,Singapore,11,5.56
47.236.175.189,2095,2095,false,SIN,Asia Pacific,Singapore,26,5.56
8.219.170.232,2053,2053,true,SIN,Asia Pacific,Singapore,108,5.56
47.236.125.62,8880,8880,false,LAX,North America,Los Angeles,215,5.56
8.222.202.163,2082,2082,false,SIN,Asia Pacific,Singapore,8,5.55
8.219.170.232,80,80,false,SIN,Asia Pacific,Singapore,6,5.55
47.236.130.95,2082,2082,false,SIN,Asia Pacific,Singapore,36,5.55
47.245.59.133,80,80,false,HKG,Asia Pacific,Hong Kong,182,5.55
47.245.8.156,2095,2095,false,LAX,North America,Los Angeles,182,5.55
47.91.1.199,8080,8080,false,LAX,North America,Los Angeles,194,5.55
47.243.203.119,80,80,false,HKG,Asia Pacific,Hong Kong,41,5.54
47.245.33.158,2087,2087,true,NRT,Asia Pacific,Tokyo,236,5.54
47.91.23.146,8080,8080,false,LAX,North America,Los Angeles,180,5.54
47.236.12.73,2052,2052,false,SIN,Asia Pacific,Singapore,14,5.54
47.245.40.161,2095,2095,false,NRT,Asia Pacific,Tokyo,76,5.54
47.245.59.244,2095,2095,false,HKG,Asia Pacific,Hong Kong,160,5.53
47.91.31.231,2095,2095,false,LAX,North America,Los Angeles,200,5.53
47.91.1.199,2096,2096,true,LAX,North America,Los Angeles,208,5.53
8.219.137.50,2087,2087,true,SIN,Asia Pacific,Singapore,127,5.53
47.245.33.56,2082,2082,false,NRT,Asia Pacific,Tokyo,88,5.53
47.74.26.132,2082,2082,false,LAX,North America,Los Angeles,187,5.53
8.219.213.112,2082,2082,false,SIN,Asia Pacific,Singapore,54,5.52
47.245.62.84,2096,2096,true,LAX,North America,Los Angeles,367,5.52
8.222.130.137,2052,2052,false,SIN,Asia Pacific,Singapore,9,5.52
8.222.221.86,80,80,false,SIN,Asia Pacific,Singapore,7,5.52
47.245.41.169,2087,2087,true,LAX,North America,Los Angeles,227,5.52
47.242.155.183,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,5.52
47.245.57.38,2095,2095,false,HKG,Asia Pacific,Hong Kong,149,5.52
8.219.167.65,2053,2053,true,SIN,Asia Pacific,Singapore,66,5.52
8.209.246.24,2095,2095,false,NRT,Asia Pacific,Tokyo,79,5.52
47.236.123.133,2087,2087,true,SIN,Asia Pacific,Singapore,28,5.51
8.210.66.190,2083,2083,true,HKG,Asia Pacific,Hong Kong,39,5.51
47.245.56.50,2096,2096,true,HKG,Asia Pacific,Hong Kong,216,5.51
8.219.83.201,8080,8080,false,SIN,Asia Pacific,Singapore,14,5.51
47.236.117.48,8080,8080,false,SIN,Asia Pacific,Singapore,11,5.51
8.222.197.251,2087,2087,true,SIN,Asia Pacific,Singapore,50,5.51
8.219.247.203,8880,8880,false,SIN,Asia Pacific,Singapore,28,5.51
47.236.106.37,2095,2095,false,SIN,Asia Pacific,Singapore,13,5.50
47.236.121.7,2095,2095,false,SIN,Asia Pacific,Singapore,25,5.50
47.245.33.163,80,80,false,NRT,Asia Pacific,Tokyo,82,5.50
8.222.229.102,2086,2086,false,SIN,Asia Pacific,Singapore,16,5.50
8.222.193.208,8443,8443,true,SIN,Asia Pacific,Singapore,114,5.50
47.243.161.235,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,5.50
47.74.26.132,2096,2096,true,LAX,North America,Los Angeles,266,5.50
8.219.255.171,2082,2082,false,SIN,Asia Pacific,Singapore,27,5.50
47.245.33.158,8880,8880,false,NRT,Asia Pacific,Tokyo,90,5.50
47.242.54.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,5.50
47.245.41.84,2083,2083,true,NRT,Asia Pacific,Tokyo,145,5.49
47.74.42.17,2087,2087,true,LAX,North America,Los Angeles,235,5.49
47.74.7.51,2052,2052,false,NRT,Asia Pacific,Tokyo,74,5.49
47.91.14.47,2082,2082,false,NRT,Asia Pacific,Tokyo,75,5.49
47.236.96.141,2052,2052,false,SIN,Asia Pacific,Singapore,19,5.49
8.210.9.129,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,5.49
47.245.54.140,2095,2095,false,NRT,Asia Pacific,Tokyo,129,5.48
47.245.40.161,2096,2096,true,NRT,Asia Pacific,Tokyo,122,5.48
47.245.30.208,2083,2083,true,LAX,North America,Los Angeles,319,5.48
47.236.103.153,2086,2086,false,SIN,Asia Pacific,Singapore,15,5.48
8.222.193.65,80,80,false,SIN,Asia Pacific,Singapore,16,5.48
47.236.7.13,2095,2095,false,SIN,Asia Pacific,Singapore,9,5.48
8.222.215.228,2053,2053,true,SIN,Asia Pacific,Singapore,72,5.48
8.219.202.130,2082,2082,false,SIN,Asia Pacific,Singapore,17,5.47
47.76.37.57,2053,2053,true,HKG,Asia Pacific,Hong Kong,53,5.47
47.236.82.218,2052,2052,false,SIN,Asia Pacific,Singapore,21,5.47
47.245.57.109,2083,2083,true,SIN,Asia Pacific,Singapore,236,5.47
8.219.157.97,2083,2083,true,SIN,Asia Pacific,Singapore,96,5.47
47.236.7.206,2053,2053,true,SIN,Asia Pacific,Singapore,118,5.47
47.74.27.94,2096,2096,true,LAX,North America,Los Angeles,237,5.46
47.74.11.219,80,80,false,NRT,Asia Pacific,Tokyo,74,5.46
47.74.14.85,8080,8080,false,LAX,North America,Los Angeles,178,5.45
8.222.155.242,8880,8880,false,SIN,Asia Pacific,Singapore,15,5.45
8.219.93.5,2087,2087,true,SIN,Asia Pacific,Singapore,110,5.45
47.236.144.48,2096,2096,true,SIN,Asia Pacific,Singapore,171,5.45
47.236.88.181,2096,2096,true,SIN,Asia Pacific,Singapore,136,5.45
8.210.250.120,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,5.45
8.219.77.91,2096,2096,true,SIN,Asia Pacific,Singapore,118,5.45
47.245.6.9,2087,2087,true,HKG,Asia Pacific,Hong Kong,193,5.45
8.218.143.10,2096,2096,true,HKG,Asia Pacific,Hong Kong,89,5.45
47.245.52.165,2052,2052,false,LAX,North America,Los Angeles,183,5.44
8.210.39.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,64,5.44
47.236.169.15,2052,2052,false,SIN,Asia Pacific,Singapore,17,5.44
8.222.237.131,80,80,false,SIN,Asia Pacific,Singapore,6,5.43
47.236.106.37,80,80,false,SIN,Asia Pacific,Singapore,11,5.43
8.218.136.25,2083,2083,true,HKG,Asia Pacific,Hong Kong,109,5.43
47.245.37.94,2082,2082,false,NRT,Asia Pacific,Tokyo,77,5.43
47.74.36.154,2096,2096,true,HKG,Asia Pacific,Hong Kong,291,5.43
47.236.144.196,80,80,false,SIN,Asia Pacific,Singapore,21,5.42
47.242.79.71,2087,2087,true,HKG,Asia Pacific,Hong Kong,107,5.42
47.245.59.244,2082,2082,false,HKG,Asia Pacific,Hong Kong,169,5.42
47.245.55.94,8880,8880,false,LAX,North America,Los Angeles,177,5.42
47.76.146.1,2087,2087,true,HKG,Asia Pacific,Hong Kong,45,5.42
47.236.94.109,2087,2087,true,SIN,Asia Pacific,Singapore,85,5.42
47.236.150.109,2053,2053,true,SIN,Asia Pacific,Singapore,85,5.42
8.222.155.242,8880,8880,false,SIN,Asia Pacific,Singapore,38,5.42
47.245.33.158,2096,2096,true,NRT,Asia Pacific,Tokyo,265,5.41
47.245.11.108,2053,2053,true,LAX,North America,Los Angeles,314,5.41
8.219.103.57,2096,2096,true,SIN,Asia Pacific,Singapore,83,5.41
8.222.212.219,2095,2095,false,SIN,Asia Pacific,Singapore,3,5.41
8.222.160.176,80,80,false,SIN,Asia Pacific,Singapore,21,5.41
8.219.93.5,2087,2087,true,SIN,Asia Pacific,Singapore,94,5.41
8.217.49.34,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,5.41
47.245.56.207,2083,2083,true,NRT,Asia Pacific,Tokyo,169,5.41
47.242.234.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,73,5.41
8.222.213.221,2053,2053,true,SIN,Asia Pacific,Singapore,69,5.41
47.74.11.251,2087,2087,true,LAX,North America,Los Angeles,256,5.41
8.219.102.252,2096,2096,true,SIN,Asia Pacific,Singapore,90,5.40
47.243.42.219,8443,8443,true,HKG,Asia Pacific,Hong Kong,84,5.40
47.74.15.80,2083,2083,true,LAX,North America,Los Angeles,356,5.40
47.243.161.235,8443,8443,true,HKG,Asia Pacific,Hong Kong,53,5.40
47.236.11.68,2082,2082,false,SIN,Asia Pacific,Singapore,11,5.40
8.219.170.232,2083,2083,true,SIN,Asia Pacific,Singapore,191,5.40
8.210.156.6,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,5.40
8.219.210.93,2095,2095,false,SIN,Asia Pacific,Singapore,34,5.40
47.245.39.49,8080,8080,false,HKG,Asia Pacific,Hong Kong,167,5.40
47.245.33.158,8443,8443,true,NRT,Asia Pacific,Tokyo,236,5.40
8.209.240.227,8880,8880,false,NRT,Asia Pacific,Tokyo,74,5.40
47.242.176.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,5.39
47.245.118.70,8880,8880,false,SIN,Asia Pacific,Singapore,4,5.39
8.218.158.94,8880,8880,false,HKG,Asia Pacific,Hong Kong,67,5.38
8.210.156.6,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,5.38
47.245.29.126,80,80,false,LAX,North America,Los Angeles,176,5.38
47.74.16.67,2095,2095,false,LAX,North America,Los Angeles,173,5.38
47.236.15.73,2053,2053,true,SIN,Asia Pacific,Singapore,81,5.38
47.74.39.194,2096,2096,true,LAX,North America,Los Angeles,241,5.38
47.91.3.179,2053,2053,true,LAX,North America,Los Angeles,206,5.37
47.245.57.109,2095,2095,false,LAX,North America,Los Angeles,176,5.37
8.219.53.142,8443,8443,true,SIN,Asia Pacific,Singapore,3,5.37
8.219.170.180,2082,2082,false,SIN,Asia Pacific,Singapore,5,5.37
47.74.34.38,2053,2053,true,NRT,Asia Pacific,Tokyo,159,5.36
47.236.114.23,2096,2096,true,SIN,Asia Pacific,Singapore,120,5.36
47.91.16.214,8443,8443,true,LAX,North America,Los Angeles,217,5.36
47.236.150.13,8080,8080,false,SIN,Asia Pacific,Singapore,29,5.36
47.236.189.173,8080,8080,false,SIN,Asia Pacific,Singapore,52,5.36
47.245.54.98,8080,8080,false,NRT,Asia Pacific,Tokyo,75,5.36
47.74.3.2,2053,2053,true,LAX,North America,Los Angeles,252,5.36
47.243.183.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,42,5.36
8.210.55.134,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,5.36
8.222.162.45,8443,8443,true,SIN,Asia Pacific,Singapore,171,5.36
47.242.174.27,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,5.36
8.218.156.91,2082,2082,false,HKG,Asia Pacific,Hong Kong,56,5.36
47.91.14.62,2052,2052,false,LAX,North America,Los Angeles,172,5.36
47.245.30.208,80,80,false,LAX,North America,Los Angeles,170,5.35
47.236.163.95,8880,8880,false,SIN,Asia Pacific,Singapore,19,5.35
47.245.42.162,80,80,false,LAX,North America,Los Angeles,180,5.35
8.222.237.131,2083,2083,true,SIN,Asia Pacific,Singapore,85,5.35
47.74.16.255,8080,8080,false,NRT,Asia Pacific,Tokyo,84,5.35
47.236.173.200,2095,2095,false,SIN,Asia Pacific,Singapore,108,5.35
8.209.222.232,8880,8880,false,HKG,Asia Pacific,Hong Kong,155,5.35
47.74.2.97,2096,2096,true,LAX,North America,Los Angeles,247,5.34
8.217.49.34,2086,2086,false,HKG,Asia Pacific,Hong Kong,65,5.34
47.74.7.51,80,80,false,NRT,Asia Pacific,Tokyo,77,5.34
8.219.70.117,2096,2096,true,SIN,Asia Pacific,Singapore,143,5.34
47.74.16.67,8880,8880,false,HKG,Asia Pacific,Hong Kong,170,5.34
8.219.83.201,2052,2052,false,SIN,Asia Pacific,Singapore,6,5.34
47.245.37.98,2083,2083,true,LAX,North America,Los Angeles,326,5.34
47.245.115.6,2052,2052,false,SIN,Asia Pacific,Singapore,13,5.34
47.245.37.41,2086,2086,false,NRT,Asia Pacific,Tokyo,73,5.34
47.91.19.249,2082,2082,false,LAX,North America,Los Angeles,178,5.34
8.219.141.174,2053,2053,true,SIN,Asia Pacific,Singapore,75,5.34
8.222.237.131,8880,8880,false,SIN,Asia Pacific,Singapore,5,5.33
47.74.16.67,2086,2086,false,LAX,North America,Los Angeles,178,5.33
47.245.13.93,2053,2053,true,LAX,North America,Los Angeles,178,5.33
47.245.57.109,8880,8880,false,SIN,Asia Pacific,Singapore,157,5.33
8.210.101.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,71,5.33
47.74.5.99,2096,2096,true,LAX,North America,Los Angeles,267,5.33
47.245.37.98,2052,2052,false,LAX,North America,Los Angeles,184,5.33
47.245.52.165,8443,8443,true,LAX,North America,Los Angeles,273,5.32
47.74.15.80,2087,2087,true,HKG,Asia Pacific,Hong Kong,249,5.32
47.245.56.121,2082,2082,false,LAX,North America,Los Angeles,190,5.32
47.245.40.55,2052,2052,false,HKG,Asia Pacific,Hong Kong,155,5.32
47.236.7.246,80,80,false,SIN,Asia Pacific,Singapore,17,5.32
47.236.7.13,8880,8880,false,SIN,Asia Pacific,Singapore,17,5.32
47.245.84.124,2096,2096,true,SIN,Asia Pacific,Singapore,102,5.31
47.74.11.45,8443,8443,true,HKG,Asia Pacific,Hong Kong,260,5.31
8.209.243.137,2083,2083,true,LAX,North America,Los Angeles,174,5.31
47.245.56.50,2053,2053,true,LAX,North America,Los Angeles,304,5.31
8.218.11.90,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,5.31
8.210.55.134,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,5.31
8.209.246.24,80,80,false,NRT,Asia Pacific,Tokyo,78,5.31
47.242.176.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,5.31
47.245.31.0,2083,2083,true,HKG,Asia Pacific,Hong Kong,330,5.30
47.236.116.182,8880,8880,false,SIN,Asia Pacific,Singapore,13,5.30
8.218.105.223,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,5.30
47.236.116.208,2096,2096,true,SIN,Asia Pacific,Singapore,144,5.30
47.74.11.251,8443,8443,true,LAX,North America,Los Angeles,227,5.30
47.91.22.115,8080,8080,false,NRT,Asia Pacific,Tokyo,77,5.30
8.218.149.193,2087,2087,true,HKG,Asia Pacific,Hong Kong,112,5.30
47.236.5.223,80,80,false,SIN,Asia Pacific,Singapore,18,5.30
47.236.94.109,80,80,false,SIN,Asia Pacific,Singapore,10,5.30
47.76.37.57,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,5.30
47.245.10.164,2086,2086,false,LAX,North America,Los Angeles,180,5.29
47.74.16.255,80,80,false,NRT,Asia Pacific,Tokyo,73,5.29
47.236.29.235,8080,8080,false,SIN,Asia Pacific,Singapore,33,5.29
8.218.174.118,2087,2087,true,HKG,Asia Pacific,Hong Kong,94,5.29
47.236.5.223,2053,2053,true,SIN,Asia Pacific,Singapore,59,5.29
8.219.79.74,2083,2083,true,SIN,Asia Pacific,Singapore,147,5.29
8.219.114.201,443,443,true,SIN,Asia Pacific,Singapore,89,5.28
47.245.37.94,8080,8080,false,NRT,Asia Pacific,Tokyo,76,5.28
47.74.18.121,2053,2053,true,LAX,North America,Los Angeles,313,5.28
47.245.107.174,443,443,true,SIN,Asia Pacific,Singapore,62,5.28
47.236.169.236,8080,8080,false,SIN,Asia Pacific,Singapore,30,5.28
8.222.155.242,2082,2082,false,SIN,Asia Pacific,Singapore,89,5.28
47.236.5.223,2083,2083,true,SIN,Asia Pacific,Singapore,49,5.28
47.245.37.12,2082,2082,false,LAX,North America,Los Angeles,178,5.28
8.219.107.199,2083,2083,true,SIN,Asia Pacific,Singapore,98,5.28
47.74.16.255,80,80,false,NRT,Asia Pacific,Tokyo,77,5.27
47.236.15.73,2095,2095,false,SIN,Asia Pacific,Singapore,10,5.27
47.236.145.85,8443,8443,true,SIN,Asia Pacific,Singapore,129,5.27
47.245.37.29,2083,2083,true,LAX,North America,Los Angeles,295,5.27
47.245.56.50,8443,8443,true,LAX,North America,Los Angeles,233,5.27
8.219.249.38,2096,2096,true,SIN,Asia Pacific,Singapore,204,5.27
47.245.56.121,8443,8443,true,LAX,North America,Los Angeles,291,5.27
47.74.26.131,2083,2083,true,NRT,Asia Pacific,Tokyo,182,5.26
8.222.240.47,2096,2096,true,SIN,Asia Pacific,Singapore,83,5.26
8.222.249.190,2053,2053,true,SIN,Asia Pacific,Singapore,47,5.26
47.245.41.169,2083,2083,true,LAX,North America,Los Angeles,296,5.26
47.236.7.13,2083,2083,true,SIN,Asia Pacific,Singapore,86,5.26
47.236.184.14,2095,2095,false,SIN,Asia Pacific,Singapore,7,5.26
47.245.118.197,2087,2087,true,SIN,Asia Pacific,Singapore,130,5.26
47.236.117.48,2082,2082,false,SIN,Asia Pacific,Singapore,25,5.26
47.245.38.233,2087,2087,true,NRT,Asia Pacific,Tokyo,216,5.25
47.236.163.221,8080,8080,false,SIN,Asia Pacific,Singapore,48,5.25
8.217.49.34,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,5.25
47.74.6.16,2095,2095,false,LAX,North America,Los Angeles,174,5.25
8.210.117.18,2086,2086,false,HKG,Asia Pacific,Hong Kong,338,5.25
47.236.175.189,2052,2052,false,SIN,Asia Pacific,Singapore,17,5.25
47.236.172.71,2083,2083,true,SIN,Asia Pacific,Singapore,98,5.25
47.74.46.84,2087,2087,true,LAX,North America,Los Angeles,241,5.25
47.236.189.173,80,80,false,SIN,Asia Pacific,Singapore,259,5.25
47.236.161.155,2095,2095,false,SIN,Asia Pacific,Singapore,20,5.24
47.245.10.123,8443,8443,true,LAX,North America,Los Angeles,293,5.24
8.219.104.242,2053,2053,true,SIN,Asia Pacific,Singapore,105,5.24
47.236.145.85,2087,2087,true,SIN,Asia Pacific,Singapore,191,5.24
47.236.7.206,2096,2096,true,SIN,Asia Pacific,Singapore,74,5.24
